athlete_id,sport,age,gender,training_years,vo2_max,hrv,lactate_threshold,stride_length,cadence,force_application,performance_score,adaptability_score,skiing_potential
A1902,rowing,32,F,15,52.3,69.9,83.9,0.86,194,359.2,7.76,5.61,70.0
A1903,cycling,35,F,1,68.0,93.5,78.5,1.1,173,267.0,9.73,8.47,71.5
A1904,cycling,29,M,10,53.5,78.4,80.3,0.88,176,339.4,8.44,9.97,73.7
A1905,rowing,34,M,3,59.7,71.0,88.3,1.47,150,258.0,7.15,7.95,66.1
A1906,running,18,F,9,60.3,99.4,72.3,1.17,198,214.1,7.08,5.62,77.4
A1907,cycling,28,M,10,54.0,93.0,71.4,1.44,169,301.0,8.46,5.92,63.2
A1908,cycling,18,F,11,73.1,99.8,87.0,0.82,157,287.7,8.64,7.69,77.1
A1909,cycling,32,F,11,50.1,66.7,85.5,1.25,152,227.6,7.24,8.58,73.6
A1910,rowing,27,F,15,72.3,65.8,75.3,1.01,198,298.1,9.77,8.31,73.5
A1911,rowing,24,F,6,72.1,80.1,76.5,1.1,181,389.9,9.15,7.87,86.4
A1912,rowing,19,M,11,57.9,85.5,76.2,1.41,193,346.3,9.4,9.93,90.8
A1913,rowing,27,F,6,67.6,66.8,83.0,1.49,174,347.8,8.75,5.99,74.2
A1914,running,21,M,4,56.3,94.4,71.2,0.97,174,351.5,8.99,5.86,70.5
A1915,running,29,F,15,69.0,81.3,79.8,1.46,199,348.9,8.16,9.3,79.8
A1916,rowing,28,F,8,64.0,76.4,72.7,1.28,163,204.0,9.04,6.45,91.5
A1917,running,25,F,5,57.5,84.1,86.4,1.47,192,384.9,9.93,6.66,85.8
A1918,cycling,35,F,7,60.0,85.4,77.6,1.19,176,366.0,8.94,7.74,61.5
A1919,cycling,28,M,9,67.2,61.7,80.6,1.47,197,254.9,8.02,6.91,79.2
A1920,cycling,28,F,13,72.7,100.0,70.6,1.42,181,310.5,7.86,6.44,99.6
A1921,rowing,30,M,13,53.3,74.6,71.2,0.89,176,323.0,9.89,9.59,74.1
A1922,cycling,20,F,14,64.3,62.5,83.5,1.02,153,226.4,7.56,5.65,77.6
A1923,running,29,F,5,56.3,94.1,85.3,0.97,199,250.8,9.42,7.02,71.5
A1924,rowing,20,F,11,70.0,99.7,84.2,1.2,188,204.7,8.4,5.01,79.9
A1925,running,27,M,14,51.8,92.7,84.7,1.36,160,372.8,8.33,9.04,66.4
A1926,cycling,34,F,5,67.2,94.1,72.1,1.33,197,205.0,9.24,5.84,69.9
A1927,cycling,19,F,14,54.4,85.0,83.9,1.31,197,263.7,7.44,8.86,88.5
A1928,cycling,34,F,4,64.9,96.9,73.6,1.06,152,215.6,8.4,5.74,65.5
A1929,rowing,33,F,6,70.9,61.4,72.0,0.9,174,356.3,7.11,7.08,97.0
A1930,running,19,F,2,68.9,90.7,85.1,0.95,173,385.0,9.01,8.64,72.3
A1931,rowing,23,M,3,68.8,86.8,87.8,1.32,158,312.6,7.18,6.35,83.0
A1932,rowing,27,M,1,62.9,62.0,84.3,0.9,157,227.9,7.26,6.57,72.9
A1933,cycling,27,F,2,72.3,81.8,86.1,0.96,188,311.6,9.53,8.34,79.1
A1934,rowing,25,F,2,64.7,80.6,89.8,1.1,180,354.1,8.33,5.94,96.2
A1935,rowing,18,M,8,72.9,87.7,72.7,0.85,166,343.7,7.6,9.76,62.7
A1936,cycling,30,F,8,63.7,63.1,89.3,0.95,192,348.3,8.78,5.94,94.3
A1937,rowing,26,M,2,62.6,92.2,82.0,0.9,180,255.8,8.56,8.75,82.3
A1938,cycling,27,F,13,55.6,65.6,86.3,1.47,153,214.7,8.23,9.01,86.6
A1939,cycling,32,F,14,63.6,76.7,83.0,0.93,153,229.8,9.72,6.87,62.2
A1940,cycling,22,M,6,53.5,95.3,81.4,1.4,186,391.1,9.25,5.78,90.5
A1941,cycling,33,F,15,71.7,82.4,84.1,0.88,157,322.7,7.45,5.83,65.1
A1942,rowing,30,M,5,66.9,75.2,76.4,1.41,191,345.6,8.71,9.93,98.6
A1943,cycling,35,M,3,74.8,61.9,88.5,1.22,198,379.8,7.27,8.63,92.0
A1944,cycling,28,M,5,52.3,86.9,72.3,1.39,155,370.6,7.73,7.25,79.7
A1945,rowing,26,F,5,56.0,99.5,76.4,1.41,158,243.7,9.73,6.29,97.0
A1946,rowing,33,M,5,71.9,96.5,70.6,1.22,191,211.6,8.39,5.09,66.8
A1947,running,19,M,3,59.9,88.7,75.4,1.44,157,385.0,9.68,8.35,99.7
A1948,rowing,19,F,15,61.7,64.2,74.4,1.21,181,396.3,7.5,9.78,88.7
A1949,rowing,29,F,3,71.5,69.6,71.0,1.3,164,313.5,7.62,5.53,63.9
A1950,running,25,F,4,63.0,67.5,79.8,1.09,167,377.7,8.06,8.77,81.5
A1951,rowing,26,F,7,54.8,74.2,79.4,1.44,172,246.4,8.1,5.77,88.4
A1952,rowing,29,F,12,72.3,69.4,71.6,1.38,154,222.2,9.24,8.96,84.5
A1953,rowing,26,F,12,50.8,69.8,75.2,0.92,199,300.0,8.8,6.85,77.0
A1954,rowing,27,M,12,72.4,84.7,89.1,1.2,176,362.2,8.66,8.56,69.9
A1955,running,19,F,14,51.3,72.7,72.2,1.43,182,330.9,8.81,9.63,69.5
A1956,rowing,33,M,2,66.6,87.1,76.1,1.36,151,327.5,9.2,8.1,97.1
A1957,rowing,24,F,10,51.8,97.9,70.7,1.47,191,203.5,9.68,9.6,69.4
A1958,running,19,M,4,67.7,85.5,73.0,0.96,187,263.5,8.24,6.18,98.5
A1959,cycling,18,M,4,50.8,90.1,84.0,1.06,177,387.9,9.41,9.89,68.4
A1960,running,21,F,1,71.1,90.1,77.3,1.16,173,226.9,8.49,9.36,75.4
A1961,cycling,19,F,10,61.6,73.2,79.0,0.96,200,345.3,9.17,5.54,60.5
A1962,running,31,M,8,52.3,60.6,73.1,1.08,170,351.9,9.62,7.07,96.1
A1963,running,19,F,1,67.7,62.2,83.6,1.18,180,346.6,7.1,9.64,64.2
A1964,rowing,32,F,8,62.2,71.3,85.0,0.93,160,397.9,8.64,5.39,74.3
A1965,cycling,29,M,7,54.8,87.6,73.6,0.98,199,281.8,9.97,7.27,93.7
A1966,rowing,22,M,9,50.4,96.3,70.9,0.89,177,336.4,8.49,8.62,91.7
A1967,cycling,24,M,8,60.4,98.4,71.6,1.3,197,238.7,9.59,5.17,93.7
A1968,running,27,F,5,52.1,61.0,83.1,1.05,189,279.9,7.56,8.76,96.6
A1969,running,31,F,8,52.4,99.6,72.7,0.95,153,298.3,8.81,6.81,96.4
A1970,cycling,31,F,14,56.7,72.9,79.9,1.16,192,243.0,9.61,6.25,90.8
A1971,rowing,22,F,15,65.8,93.7,73.1,0.85,191,381.4,8.29,7.88,83.3
A1972,rowing,35,M,11,63.2,67.2,73.4,1.45,165,343.2,8.46,7.72,82.5
A1973,rowing,31,F,10,51.7,62.5,70.1,1.01,161,256.8,7.25,9.37,60.5
A1974,rowing,19,M,12,74.2,75.1,76.4,1.42,171,227.0,7.13,8.38,88.9
A1975,running,29,F,15,72.2,94.4,71.8,1.15,184,257.6,8.41,7.11,69.1
A1976,running,23,F,12,56.5,68.8,77.9,1.4,192,324.6,9.53,8.25,93.1
A1977,running,21,M,3,53.1,66.2,82.0,0.97,165,365.3,9.79,8.75,82.2
A1978,running,30,F,15,73.6,96.4,77.4,0.92,173,300.6,8.98,9.69,99.5
A1979,running,21,F,10,61.5,97.5,84.1,1.39,184,220.5,9.48,8.52,68.4
A1980,rowing,31,M,7,57.8,60.5,84.8,0.95,177,249.9,9.2,7.72,88.9
A1981,rowing,33,F,12,62.3,89.1,83.9,1.32,191,269.0,9.1,6.86,81.9
A1982,rowing,21,M,4,69.3,72.4,88.7,1.04,178,327.2,9.31,9.46,97.3
A1983,rowing,18,M,5,54.2,75.0,74.7,1.32,170,249.3,8.52,8.96,70.6
A1984,running,30,M,9,69.2,78.8,73.8,1.44,197,246.8,8.37,5.39,62.4
A1985,running,21,M,7,68.7,77.1,82.2,1.49,174,257.2,7.48,8.5,81.8
A1986,running,35,F,4,63.5,80.6,81.9,1.05,188,318.5,9.53,7.69,80.9
A1987,cycling,23,F,6,71.6,83.3,80.2,1.06,180,298.5,7.13,5.52,72.5
A1988,rowing,20,F,10,53.3,78.6,70.1,1.49,164,368.3,7.8,7.82,99.5
A1989,rowing,30,M,14,64.9,88.1,81.1,1.4,196,339.6,8.56,5.96,62.8
A1990,running,33,F,11,61.2,88.7,88.7,0.83,191,333.4,9.91,8.54,82.8
A1991,rowing,22,F,7,60.6,77.6,76.7,1.2,184,230.9,9.36,6.39,70.4
A1992,rowing,21,F,13,56.3,65.7,89.4,0.93,187,211.0,8.11,5.75,60.1
A1993,running,25,F,10,59.3,85.6,77.1,1.5,199,302.0,9.14,5.41,99.5
A1994,cycling,31,M,13,52.7,90.9,72.8,0.9,171,214.3,9.79,7.45,79.3
A1995,cycling,24,M,9,56.3,85.5,78.0,1.19,154,272.8,8.62,6.0,94.3
A1996,cycling,31,F,4,56.8,83.5,79.9,1.27,197,205.2,8.39,9.28,93.6
A1997,running,23,M,10,68.0,69.2,82.6,1.46,162,235.4,8.66,5.02,92.5
A1998,rowing,29,F,3,51.2,85.8,80.1,1.39,181,222.1,7.93,9.22,78.4
A1999,running,33,F,8,66.3,73.4,80.7,0.97,152,360.2,9.72,7.61,95.8
A2000,running,34,F,15,55.5,96.8,70.5,1.2,164,269.2,9.39,9.61,74.7
A2001,rowing,30,M,1,52.0,86.1,75.1,1.47,176,215.8,9.12,6.02,76.3
A2002,cycling,31,F,9,57.5,71.1,76.2,1.32,176,253.1,8.77,5.51,70.2
A2003,cycling,24,M,13,55.6,78.9,89.7,1.28,179,336.6,9.91,8.12,77.9
A2004,running,31,M,1,63.8,93.9,75.9,1.33,155,349.1,7.89,8.53,99.5
A2005,cycling,32,F,2,58.9,73.4,87.9,1.03,174,224.0,7.85,6.86,82.9
A2006,running,29,M,13,74.1,81.0,76.1,1.31,177,355.7,7.73,5.07,93.2
A2007,running,34,M,8,74.1,87.2,71.9,0.96,171,274.1,9.23,7.03,70.5
A2008,rowing,26,F,9,61.1,90.2,75.0,1.1,153,335.9,9.39,6.17,98.2
A2009,rowing,32,M,7,69.9,67.0,75.5,1.42,164,334.3,8.79,6.74,60.5
A2010,rowing,29,M,3,50.3,82.6,89.6,0.81,175,358.7,8.96,7.53,97.2
A2011,running,19,F,7,63.7,96.5,83.5,1.09,167,339.4,8.05,8.51,95.9
A2012,rowing,22,F,6,68.6,98.7,88.6,0.99,158,207.8,7.12,9.82,62.7
A2013,cycling,30,M,2,55.4,86.2,86.7,0.94,153,303.9,7.76,5.72,84.2
A2014,cycling,25,F,3,51.5,99.3,81.6,1.39,197,233.2,8.75,8.4,91.4
A2015,running,31,F,11,53.9,82.8,83.5,1.29,199,394.0,9.44,6.17,76.2
A2016,running,32,M,13,61.0,77.7,82.5,0.88,154,251.2,9.33,6.1,63.7
A2017,rowing,28,M,12,62.7,82.1,83.3,1.15,194,284.0,7.54,8.17,93.2
A2018,running,18,F,13,59.5,64.6,75.3,1.13,155,239.3,7.15,8.88,78.7
A2019,running,20,M,10,61.0,76.1,78.2,0.9,200,226.9,9.55,9.89,70.5
A2020,cycling,34,F,10,61.8,78.3,81.9,1.36,161,320.2,7.23,8.84,62.8
A2021,cycling,31,F,13,69.2,93.9,70.7,1.06,180,298.6,8.18,5.79,85.6
A2022,rowing,25,M,12,52.6,90.3,79.7,1.33,196,274.9,7.28,6.13,61.7
A2023,running,30,M,15,69.2,84.1,87.2,0.93,158,217.1,8.69,8.81,91.6
A2024,running,20,F,5,67.2,73.9,79.8,1.02,156,347.2,8.09,7.63,90.8
A2025,cycling,22,F,10,68.5,67.5,81.0,0.87,178,201.2,7.61,6.48,72.9
A2026,running,26,F,4,68.4,73.9,74.0,0.9,163,291.5,8.79,7.36,78.9
A2027,cycling,23,F,2,61.8,87.2,85.9,1.42,200,326.5,8.09,9.57,86.8
A2028,rowing,19,M,4,55.3,70.5,77.2,0.88,169,286.1,7.5,8.78,98.4
A2029,cycling,30,F,12,63.4,77.1,89.1,0.87,197,225.2,9.1,7.25,80.8
A2030,running,22,M,8,73.9,75.5,89.9,1.46,181,355.6,9.51,9.9,99.9
A2031,rowing,25,M,5,64.7,90.6,88.3,1.25,171,264.8,7.82,8.97,73.0
A2032,cycling,18,F,5,50.3,95.4,71.7,0.87,185,227.0,7.56,5.03,81.1
A2033,cycling,29,M,13,51.5,88.0,76.7,1.48,193,310.1,7.23,5.56,64.6
A2034,rowing,28,M,12,74.8,73.7,88.9,0.9,167,203.8,8.58,7.77,82.3
A2035,rowing,24,F,12,51.8,77.3,86.1,1.34,189,264.8,9.49,6.75,81.5
A2036,cycling,32,M,10,51.2,65.7,88.2,0.82,198,350.1,7.75,9.06,94.0
A2037,running,28,M,3,58.8,66.7,81.5,1.24,174,382.5,8.38,9.48,99.9
A2038,cycling,33,F,13,74.2,66.6,79.6,1.18,180,318.3,7.48,6.2,99.4
A2039,rowing,20,F,8,58.0,65.2,72.1,0.95,184,243.5,8.21,8.82,69.5
A2040,cycling,31,F,6,60.2,67.2,86.8,1.25,175,244.0,7.05,7.68,73.5
A2041,rowing,20,F,2,65.9,68.1,84.9,1.23,153,320.8,9.73,6.96,71.0
A2042,rowing,18,F,2,50.6,64.5,71.2,1.36,191,281.4,9.03,8.93,68.0
A2043,running,32,F,9,72.4,85.6,74.2,1.41,197,235.5,8.0,7.82,66.0
A2044,rowing,18,F,13,63.0,99.6,81.1,1.16,169,357.5,9.64,8.18,80.5
A2045,rowing,34,M,7,61.7,95.2,83.7,1.14,183,240.0,7.55,5.31,94.9
A2046,running,19,M,10,71.5,61.8,72.8,1.24,161,264.3,7.24,7.93,83.6
A2047,rowing,23,F,9,73.8,76.9,74.9,1.31,165,212.3,9.83,6.5,94.9
A2048,running,25,M,14,60.6,94.4,73.9,1.05,191,340.3,7.93,7.47,98.4
A2049,running,33,M,6,54.3,65.4,74.4,1.15,154,255.1,9.81,6.11,75.3
A2050,rowing,18,F,15,70.4,93.9,88.4,1.21,193,246.6,8.91,8.07,93.4
A2051,rowing,20,M,5,60.1,83.7,84.3,1.49,184,260.7,9.94,5.74,62.1
A2052,cycling,20,F,12,73.4,97.3,84.7,1.21,193,374.8,9.26,5.61,79.2
A2053,running,22,M,1,73.7,95.0,85.9,0.96,176,303.6,7.32,5.94,74.7
A2054,cycling,29,F,12,52.9,87.1,77.1,1.21,150,231.6,9.56,9.09,68.2
A2055,rowing,29,M,6,73.9,86.3,85.3,1.37,183,354.9,7.44,5.17,77.5
A2056,cycling,30,M,6,59.2,68.5,89.6,1.4,192,241.7,9.08,8.65,77.7
A2057,running,26,M,3,66.2,64.7,84.0,1.36,181,282.5,8.5,5.28,92.3
A2058,cycling,24,F,3,50.9,76.6,78.3,1.42,193,313.6,9.12,7.96,94.8
A2059,running,21,M,15,72.2,67.5,84.3,1.03,188,316.9,9.29,8.87,86.3
A2060,rowing,23,M,3,66.0,64.1,88.0,1.16,182,213.8,9.41,6.16,85.3
A2061,rowing,30,F,3,66.1,72.1,72.6,1.35,180,367.4,9.5,5.98,64.4
A2062,running,28,F,7,72.6,94.4,75.3,0.99,162,295.9,9.54,6.45,83.0
A2063,rowing,30,M,10,62.7,60.7,88.4,1.06,194,397.9,8.24,8.5,71.0
A2064,rowing,30,M,11,60.3,71.7,88.9,1.38,151,343.5,9.67,6.27,71.8
A2065,rowing,32,M,2,71.7,77.0,79.7,1.34,179,398.5,9.16,7.51,63.8
A2066,rowing,30,M,10,68.6,80.4,77.5,1.48,159,290.7,9.52,5.67,85.4
A2067,running,28,F,13,73.7,67.3,75.7,1.5,172,228.2,9.97,7.31,83.4
A2068,cycling,25,M,10,73.5,98.6,80.0,0.97,182,345.5,7.35,8.12,68.8
A2069,cycling,25,M,2,59.6,83.2,88.7,1.43,188,355.6,8.11,5.36,70.5
A2070,rowing,27,F,3,61.2,80.9,73.0,0.87,194,370.6,9.42,9.08,90.9
A2071,cycling,33,M,10,56.4,60.4,78.4,1.3,178,260.3,7.26,9.69,91.7
A2072,cycling,28,M,12,66.5,79.4,88.2,0.95,179,302.1,8.62,5.97,79.7
A2073,rowing,30,M,7,59.1,93.5,77.0,1.01,183,371.5,9.58,8.8,66.0
A2074,rowing,26,F,3,69.7,68.8,85.4,1.46,188,372.9,7.06,6.57,62.2
A2075,cycling,33,F,7,53.0,74.0,77.8,0.98,166,205.1,9.82,8.38,70.9
A2076,running,24,M,9,52.9,60.8,86.1,1.27,171,334.2,9.93,6.53,89.2
A2077,rowing,29,M,11,55.1,99.1,89.6,0.92,154,320.3,7.97,9.31,84.0
A2078,running,32,F,10,52.1,62.7,77.8,0.87,160,216.7,9.3,6.74,88.7
A2079,cycling,31,M,12,65.5,95.9,86.9,1.04,171,386.0,7.38,9.24,78.9
A2080,rowing,28,M,15,53.7,72.5,89.8,1.24,181,289.1,9.32,8.83,90.2
A2081,running,27,F,11,54.0,83.5,89.7,0.97,173,334.9,8.44,5.98,79.2
A2082,rowing,28,F,4,50.4,87.2,78.7,1.01,160,376.6,9.58,5.78,63.4
A2083,cycling,23,F,7,69.6,65.6,79.7,1.3,160,226.0,7.64,8.9,63.2
A2084,running,19,M,9,70.3,77.8,76.1,0.87,166,371.2,9.02,6.95,93.3
A2085,cycling,28,M,14,54.1,73.0,76.3,1.11,181,344.9,9.36,9.75,85.2
A2086,cycling,23,M,8,68.5,62.3,79.8,1.46,168,367.9,7.61,9.71,71.2
A2087,rowing,31,M,8,60.8,93.3,74.0,1.08,176,299.0,9.45,8.47,90.3
A2088,running,23,F,9,56.0,61.8,84.2,1.1,181,206.7,9.87,7.5,65.4
A2089,cycling,34,M,14,65.5,86.1,80.7,1.32,174,334.1,8.85,5.97,85.8
A2090,cycling,27,M,5,54.5,72.6,88.0,1.35,177,274.9,9.35,9.41,99.6
A2091,running,18,F,14,68.9,67.7,86.2,1.34,189,280.5,8.6,5.41,66.0
A2092,cycling,20,F,5,51.2,86.7,76.4,1.5,176,288.3,8.79,6.85,65.7
A2093,cycling,25,M,3,74.0,83.0,80.1,0.85,163,298.6,7.04,6.6,78.7
A2094,running,25,F,5,51.8,72.6,85.0,1.49,191,332.4,8.57,9.79,85.7
A2095,running,32,F,8,64.5,80.5,73.9,1.47,188,345.4,8.73,5.59,61.1
A2096,running,24,M,12,72.6,69.8,70.6,1.4,151,355.4,9.01,9.45,80.0
A2097,running,28,M,5,50.3,94.5,87.0,1.12,166,334.3,7.51,7.28,63.3
A2098,rowing,24,M,4,62.5,72.6,72.8,1.41,150,360.7,7.72,5.24,69.7
A2099,running,21,M,8,58.8,69.8,87.8,0.95,194,224.4,9.27,8.64,88.5
A2100,rowing,29,F,7,64.5,90.1,88.3,1.35,181,367.4,7.5,5.5,89.6
A2101,rowing,23,F,15,55.6,60.7,79.2,0.93,168,277.5,8.25,6.19,89.2
A2102,rowing,31,M,14,51.6,70.7,86.1,1.37,163,305.8,7.75,9.0,62.6
A2103,cycling,29,M,14,65.6,75.0,77.3,1.23,180,286.8,8.64,5.77,91.5
A2104,rowing,28,F,6,60.4,95.3,87.2,0.87,167,295.1,9.96,6.63,77.3
A2105,rowing,22,M,5,65.6,98.0,86.5,1.43,163,257.1,9.56,6.8,79.0
A2106,cycling,31,M,14,55.3,88.7,71.6,1.2,196,234.0,7.81,7.94,76.8
A2107,cycling,33,M,5,58.5,79.7,81.7,1.26,163,221.0,8.11,8.95,94.3
A2108,cycling,30,M,13,64.0,85.6,82.8,1.0,173,290.3,9.76,6.15,87.2
A2109,running,21,F,10,64.8,76.6,70.0,1.41,154,225.1,9.69,6.03,80.0
A2110,cycling,28,M,2,59.3,72.0,89.6,1.18,165,249.0,7.48,6.11,93.4
A2111,cycling,34,F,13,57.0,98.0,78.1,1.09,154,226.7,9.49,6.91,92.2
A2112,rowing,24,M,15,56.8,64.6,80.3,1.17,162,221.8,7.89,7.68,60.2
A2113,cycling,31,M,4,54.4,73.9,73.9,1.29,165,376.5,8.63,5.07,79.2
A2114,running,28,F,8,58.1,96.0,82.2,1.29,164,334.8,7.02,8.9,61.7
A2115,cycling,26,M,8,55.0,88.9,86.2,1.05,180,384.8,10.0,9.63,72.3
A2116,running,30,F,11,65.8,61.2,81.7,1.07,154,328.8,9.28,9.22,92.2
A2117,cycling,35,M,1,64.2,60.9,85.8,1.19,170,368.8,7.73,5.19,97.8
A2118,cycling,28,M,2,59.6,80.7,84.6,1.45,179,311.1,9.05,7.62,69.7
A2119,cycling,32,M,5,58.1,79.4,74.8,1.32,172,292.5,7.88,9.07,60.9
A2120,cycling,18,M,9,55.9,77.7,78.7,1.07,187,305.7,7.27,6.72,76.1
A2121,running,21,M,10,63.4,72.1,73.0,1.04,178,264.0,8.28,9.49,73.4
A2122,running,31,F,11,73.0,99.5,70.8,1.17,162,331.6,8.84,9.43,87.1
A2123,rowing,31,F,12,67.1,70.9,71.3,1.41,181,379.4,7.27,5.71,79.8
A2124,running,20,M,13,68.6,79.6,88.8,0.81,197,356.5,8.56,7.47,76.0
A2125,cycling,34,M,11,70.9,76.2,89.7,1.3,191,292.4,8.54,5.13,69.2
A2126,rowing,20,F,7,58.8,66.8,71.9,1.01,176,390.8,8.89,6.41,93.1
A2127,rowing,33,F,10,51.6,68.1,76.7,0.95,183,397.1,7.73,9.06,69.9
A2128,rowing,31,M,5,65.6,96.7,72.3,0.81,194,298.6,7.06,9.88,62.2
A2129,cycling,30,M,1,54.7,94.3,86.7,1.43,198,372.9,7.97,9.57,82.6
A2130,running,32,F,15,64.2,68.0,79.9,1.44,182,201.0,8.2,5.21,72.7
A2131,cycling,31,M,15,68.5,95.0,82.4,0.84,153,213.3,8.91,9.63,88.5
A2132,rowing,23,F,6,69.6,68.4,80.8,1.17,167,204.5,9.79,9.11,63.2
A2133,cycling,27,M,12,57.5,85.1,84.2,0.91,155,354.6,7.61,9.34,98.7
A2134,cycling,32,F,8,62.8,63.3,76.4,1.33,177,216.0,9.06,9.57,67.5
A2135,running,23,F,7,65.5,95.2,72.7,1.27,193,203.4,7.29,7.44,74.3
A2136,running,27,M,2,70.5,62.1,70.4,1.01,176,229.5,7.57,6.06,79.2
A2137,rowing,24,F,12,69.0,82.2,78.9,0.88,175,261.3,8.53,5.11,95.6
A2138,cycling,34,M,5,74.7,91.2,88.2,1.38,169,292.9,9.13,5.12,88.9
A2139,cycling,35,M,14,50.2,64.7,76.1,1.27,162,213.1,9.58,8.21,65.8
A2140,running,34,M,11,60.9,76.2,73.9,0.8,177,299.8,9.23,6.69,77.5
A2141,cycling,26,M,4,56.4,61.7,88.5,1.24,183,249.6,7.05,7.48,81.7
A2142,cycling,27,F,9,53.0,87.3,72.1,1.37,198,254.9,9.05,5.66,88.1
A2143,cycling,27,M,10,72.8,72.3,71.0,1.21,172,364.4,9.47,9.88,82.9
A2144,running,24,M,1,74.9,82.4,87.6,1.1,159,397.4,8.58,5.65,78.3
A2145,rowing,33,M,12,54.5,97.3,84.0,1.21,200,292.8,9.9,7.22,90.6
A2146,rowing,35,M,6,51.0,72.2,78.4,1.23,179,264.4,7.01,7.22,75.1
A2147,cycling,23,F,3,56.9,61.9,85.0,1.25,171,386.3,9.46,5.04,99.5
A2148,rowing,18,M,11,70.9,87.0,84.8,1.48,154,300.1,8.0,8.34,97.9
A2149,running,18,F,9,57.3,91.5,70.8,0.93,193,346.1,8.95,7.69,88.3
A2150,running,29,F,5,51.4,98.3,83.5,1.24,199,282.7,9.08,7.49,95.3
A2151,rowing,19,F,13,51.3,66.3,82.8,0.93,158,240.5,7.92,9.09,75.7
A2152,rowing,21,M,6,60.7,75.7,89.3,0.95,192,331.0,9.99,6.21,83.3
A2153,cycling,34,M,11,73.3,93.8,89.3,1.27,153,333.0,7.31,9.31,70.9
A2154,rowing,21,M,9,57.1,92.3,77.6,1.44,191,292.0,7.47,9.32,95.4
A2155,cycling,28,M,9,60.7,85.0,81.8,0.91,150,254.0,9.68,9.13,78.8
A2156,cycling,21,F,8,52.5,70.8,72.8,1.47,183,366.4,7.36,6.71,81.4
A2157,running,18,F,9,62.3,71.4,71.3,1.02,190,255.1,8.14,5.81,94.6
A2158,running,24,M,4,67.4,65.0,78.7,1.07,175,331.8,9.2,7.38,91.9
A2159,running,35,M,6,56.8,96.9,83.8,0.91,167,276.8,9.37,6.3,72.9
A2160,running,26,M,5,57.4,66.9,81.4,1.23,165,294.5,9.86,5.26,63.5
A2161,rowing,20,M,5,71.0,82.9,78.6,1.22,172,242.3,9.37,6.4,66.5
A2162,running,25,M,4,50.3,83.4,86.4,1.11,195,329.9,9.53,7.35,73.6
A2163,rowing,21,M,2,65.9,74.8,85.9,1.13,185,245.2,9.85,5.56,72.2
A2164,running,35,M,12,59.8,74.1,84.6,1.24,175,297.1,8.66,9.72,61.5
A2165,rowing,28,F,6,57.5,86.7,71.5,1.21,151,265.7,8.03,8.28,77.3
A2166,cycling,31,F,9,66.4,75.5,85.9,1.06,193,392.7,9.28,5.68,64.2
A2167,rowing,35,F,12,70.9,70.2,88.4,1.42,154,396.4,7.49,9.06,68.8
A2168,rowing,33,F,1,64.0,76.0,71.2,1.27,178,350.7,7.2,9.64,91.5
A2169,running,20,M,14,50.8,92.3,78.0,0.94,153,396.8,9.36,6.31,79.8
A2170,rowing,32,M,7,61.5,98.7,89.8,1.02,196,222.7,9.85,5.72,74.9
A2171,cycling,21,M,6,61.6,85.4,82.0,1.35,184,398.5,8.33,6.61,67.4
A2172,cycling,22,M,3,63.6,91.3,80.3,0.87,171,220.7,7.48,9.16,94.7
A2173,running,34,M,1,66.8,81.3,73.5,1.33,198,283.1,8.49,5.88,96.1
A2174,cycling,24,F,13,50.5,85.0,81.3,1.05,157,247.8,8.18,8.9,80.7
A2175,rowing,33,M,4,62.6,99.5,78.8,1.19,193,390.8,8.12,8.58,96.9
A2176,cycling,31,F,15,64.7,77.5,72.5,1.0,170,327.2,8.88,8.26,78.6
A2177,running,33,M,14,58.6,62.7,79.3,1.49,157,319.4,7.52,7.17,64.3
A2178,rowing,24,F,9,66.7,98.3,73.3,1.43,154,399.5,8.14,6.83,60.7
A2179,running,26,M,15,55.7,91.7,84.6,1.45,170,322.5,9.61,5.43,65.1
A2180,rowing,21,F,2,57.9,75.9,89.5,0.93,176,329.2,9.19,6.79,84.9
A2181,cycling,28,M,3,74.1,99.3,79.4,1.39,187,209.0,7.17,8.01,72.8
A2182,running,19,M,2,58.7,73.8,82.6,1.17,154,371.8,8.54,9.49,85.9
A2183,running,29,M,14,58.7,74.9,78.6,1.3,170,394.0,7.27,9.17,80.3
A2184,rowing,29,M,2,64.9,84.4,72.8,0.95,157,392.1,9.87,5.16,73.3
A2185,running,21,F,10,74.3,71.0,89.4,1.3,171,244.2,7.73,5.69,68.7
A2186,rowing,35,M,11,74.6,87.9,72.6,1.44,167,245.2,9.8,9.24,63.2
A2187,rowing,24,F,11,64.5,66.1,72.2,0.99,153,273.2,9.5,9.7,91.3
A2188,rowing,18,M,8,50.0,64.3,79.2,0.96,153,262.0,8.65,5.28,92.8
A2189,rowing,30,F,3,72.5,81.4,83.2,0.87,186,261.1,8.01,8.51,81.7
A2190,cycling,23,M,7,64.3,82.2,77.1,0.99,164,321.0,9.57,6.83,66.3
A2191,rowing,23,M,8,59.1,64.3,73.9,1.18,187,361.1,7.46,6.82,70.5
A2192,running,29,F,3,70.7,98.6,86.4,1.38,176,387.4,7.54,8.21,98.2
A2193,cycling,25,M,2,60.0,82.9,77.3,1.0,170,213.6,7.67,9.05,69.0
A2194,running,22,M,13,50.9,66.0,73.9,1.23,197,255.6,8.79,6.37,62.3
A2195,cycling,35,F,13,70.5,72.5,77.3,1.14,195,251.0,7.94,8.53,82.0
